"","patient","polar_ 1","polar_ 2","polar_ 3","polar_ 4","polar_ 5","polar_ 6","polar_ 7","polar_ 8","polar_ 9","polar_ 10","polar_ 11","polar_ 12","polar_ 13","polar_ 14","polar_ 15","polar_ 16","polar_ 17","polar_ 18","polar_ 19","polar_ 20","polar_ 21","polar_ 22","polar_ 23","polar_ 24","polar_ 25","polar_ 26","polar_ 27","polar_ 28","polar_ 29","polar_ 30","polar_ 31","polar_ 32","polar_ 33","polar_ 34","polar_ 35","polar_ 36","polar_ 37","polar_ 38","polar_ 39","polar_ 40","polar_ 41","polar_ 42","polar_ 43","polar_ 44","polar_ 45","polar_ 46","polar_ 47","polar_ 48","polar_ 49","polar_ 50","polar_ 51","polar_ 52","polar_ 53","polar_ 54","polar_ 55","polar_ 56","polar_ 57","polar_ 58","polar_ 59","polar_ 60","polar_ 61","polar_ 62","polar_ 63","polar_ 64","polar_ 65","polar_ 66","polar_ 67","polar_ 68","polar_ 69","polar_ 70","polar_ 71","polar_ 72","polar_ 73","polar_ 74","polar_ 75","polar_ 76","polar_ 77","polar_ 78","polar_ 79","polar_ 80","polar_ 81","polar_ 82"
"425",425,21,25,38,48,67,63,99,142,111,180,141,215,234,269,291,290,351,399,725,671,873,865,1068,611,682,1229,1450,1124,920,1119,1752,1158,1428,1955,2172,2422,1533,2050,2149,2003,2598,3133,3696,3452,2381,2374,3572,2433,3140,3327,2954,3473,5173,5764,4597,4850,3863,3497,3697,3725,6048,6124,5946,4948,7936,6083,6520,7387,7476,5181,6123,5512,7150,5833,9363,11339,11153,9674,10457,11190,8384,7800
"426",426,21,24,34,50,68,60,81,91,165,171,204,301,252,248,272,337,402,466,716,533,562,965,644,1048,831,1038,1364,975,1580,1644,1265,2038,2040,1789,2453,1381,1677,2647,1992,2947,2799,2384,3318,3589,3509,3284,3089,3948,2550,4289,3962,3437,3519,3176,4068,5187,3831,4807,5874,7007,5294,7135,4896,5781,5920,4511,5696,5018,9044,7502,6126,8294,9244,6396,10180,8561,9366,10617,8575,9278,10001,12548
"427",427,21,25,31,40,66,70,110,127,118,167,195,291,313,234,266,280,483,366,620,485,517,696,631,611,1167,703,1379,1224,1389,955,1045,1269,2006,2158,1515,2604,2552,2055,1714,1880,2122,3349,2881,3371,3786,2759,3148,3606,2801,3860,4651,4108,3149,3920,5173,5427,6097,3742,4113,5560,7412,6434,6239,6502,7140,6670,6200,5832,7223,6585,6055,7795,9469,6773,8230,7965,10838,8770,12341,9170,12186,13032
"428",428,22,25,37,49,57,69,82,136,140,155,213,178,257,398,345,447,407,628,540,705,498,976,854,854,713,1173,984,1342,1257,1462,1252,1330,1674,1615,1669,1699,1892,1685,2200,2996,2709,2401,3432,2996,2518,4133,2338,2407,4454,4152,3236,3237,3227,4035,4369,5467,3732,6511,6285,3653,6290,6933,5110,6235,7512,7190,7640,6627,9270,8097,5243,8246,6655,7088,9746,9955,7876,9402,12171,6990,11950,12307
"429",429,21,28,36,41,70,77,81,135,129,175,146,232,338,341,292,479,388,434,680,538,881,980,1053,769,795,794,797,945,879,1266,1538,1851,1750,1692,2231,2333,1922,1935,2204,2584,2053,1886,2550,2567,2702,4063,4371,3194,4437,3159,3190,4657,4475,5231,4194,4931,6184,5397,6296,4881,5989,6529,5942,6088,6942,4769,5038,8220,5103,5349,8103,9941,7561,10522,7472,7632,11232,8299,11395,7436,12007,11684
"430",430,21,24,35,44,51,89,104,136,173,162,237,246,276,263,359,304,446,509,474,635,760,890,635,809,1083,1235,1137,836,922,1675,1080,1222,2077,1209,1814,1836,2406,2186,2615,2408,2919,2538,2112,2369,2475,3015,3028,4351,2522,4462,3904,3455,4328,4784,3676,4215,6204,5011,6668,6908,6485,4483,7143,4293,6949,6570,5342,5745,7053,6293,7141,10224,7888,8960,6697,7779,6680,10569,9080,11431,12010,7305
"431",431,21,26,38,37,55,59,79,102,115,190,241,282,354,339,417,396,406,562,675,570,483,906,993,670,1250,1371,1268,1365,1188,1470,1500,1269,1857,1393,1288,2442,2574,2803,2729,1940,2423,3152,1989,2029,3134,2697,3357,3533,4324,4601,5026,4347,4135,5387,5723,5700,4244,4911,3562,5073,4420,5064,4445,4607,7752,4598,7975,9156,6868,5209,5319,8971,5426,6751,8042,6666,11595,11078,8283,6553,10118,7185
"432",432,21,24,37,49,54,76,111,115,116,208,255,305,358,373,441,391,554,546,586,804,500,913,887,1083,1233,773,1423,897,1388,1126,1270,1745,1875,1517,1686,2612,1545,2047,1719,1781,1932,3065,3528,3688,3968,3246,3760,3566,2958,3366,4136,4455,3416,5571,4368,4018,4250,6742,5201,6920,7339,6705,4795,4548,5099,7285,6972,6722,8963,5514,5775,9025,9506,10027,5743,8254,10672,9697,8139,8305,7937,9097
"433",433,21,26,30,38,49,75,112,134,180,186,155,297,280,227,339,529,537,616,585,559,502,964,991,1103,692,1005,1406,1564,1404,1814,1917,1569,2035,1392,1471,2544,1624,1621,1985,2235,2733,3200,2009,3047,3641,2392,3848,2338,4633,4020,3980,3290,3037,4586,5905,3659,5172,6175,6415,4829,4963,7021,6645,5741,6205,6664,5165,4924,7946,7559,7394,9616,9026,10806,10675,8773,7791,11532,7174,9090,11291,9731
"434",434,22,24,31,40,63,69,99,92,144,214,202,254,207,340,328,495,385,627,467,757,873,949,636,973,680,1245,762,885,1203,1242,1579,1567,2114,1880,2120,1513,2406,1744,2832,3176,2355,2991,3233,2466,3730,3564,3042,4396,2900,4114,3343,3304,2857,5365,5064,5426,4723,6481,5693,3899,5125,7491,6593,6443,7963,5546,4664,6890,4955,5838,6610,8086,6627,7860,8310,9106,6783,6383,7675,9452,7570,8720
"435",435,21,26,36,49,66,72,81,96,136,190,165,271,333,262,439,302,495,475,465,698,721,575,917,668,680,895,1366,970,1047,1813,1238,1933,1663,1654,1608,1725,2421,1944,2370,2940,2185,2626,2784,3321,2469,3085,3634,3828,2535,4629,2928,3625,3238,4755,4169,4890,4458,3903,6024,5621,7414,6870,7361,4316,8139,6472,6516,8609,7997,5899,7989,7367,7228,7372,10017,8523,7987,11309,11915,8226,6588,10041
"436",436,22,28,30,46,57,62,75,103,102,162,197,235,219,341,255,395,480,633,546,680,497,952,640,654,1123,987,822,1037,1569,1428,1706,1566,1127,1235,2467,2394,2448,1844,2843,2062,3165,3197,2830,3815,2469,3139,3849,2518,2827,3495,3527,3006,4767,3482,4952,4070,5486,5373,4313,3680,4219,5696,5251,6219,7597,6980,4977,6318,5917,7165,9779,9517,10114,10057,7980,8919,9882,11740,9931,9934,11116,8628
"437",437,22,27,35,44,50,85,97,103,149,169,207,206,354,288,274,439,425,384,419,559,757,645,904,654,1039,1193,1223,1444,1244,1525,1086,1271,1127,1837,2407,1500,1562,2423,2675,2791,2903,1980,2776,3168,2906,3967,2459,2946,4243,4097,3023,4457,3102,4781,3395,5561,5360,4636,5248,4161,5995,5015,4935,5482,7669,8600,7879,7558,5414,6609,6207,10062,8829,7115,5729,7420,6322,10794,7496,11399,11625,8969
"438",438,22,26,31,52,45,71,95,106,168,134,200,284,345,238,419,354,570,514,604,509,511,511,592,1158,1180,1338,1196,1125,1164,938,1540,1350,1262,2238,2372,1588,2723,2731,1899,3113,2438,3461,2845,2034,3119,2842,3829,4072,3878,2624,4269,3819,4590,3661,5457,5986,5441,3878,5281,5193,4129,6930,6501,5668,6790,6811,7406,8612,6466,9420,5747,8770,5531,6034,10094,7994,11026,9593,8434,9675,12358,8850
"439",439,22,27,34,47,46,80,111,101,110,135,179,233,338,319,460,311,451,571,463,505,698,528,685,964,993,824,827,1131,1005,1366,1169,1339,1656,2256,2220,2078,2640,2513,1990,1716,3092,2999,2513,2684,2240,2832,2432,4022,3576,3514,4207,4161,3107,4329,4722,5477,6088,4137,6177,5306,7190,4324,5719,7331,5807,7122,5010,7674,7380,7946,9209,9081,5551,6719,5795,10877,6892,9126,8150,9580,10383,11021
"440",440,22,24,29,50,58,79,115,129,138,140,163,169,356,353,258,462,353,500,634,670,801,841,708,604,765,1020,1444,1588,1481,1471,1883,1093,1907,1518,2453,1985,2612,2512,1989,2275,3235,2529,2965,3042,2120,4182,2391,2795,3232,2605,4730,3904,3541,3198,4713,6080,3824,6513,3936,6575,4121,6885,5035,6985,4893,5407,8313,7485,7429,8287,9237,7140,9952,6952,10446,6219,11535,6506,12498,7124,11003,11577
"441",441,22,26,35,49,68,61,72,111,103,137,247,277,273,243,304,351,479,659,652,647,603,803,912,622,681,1318,1119,1588,934,1265,1033,1566,1145,1287,1425,1731,1780,2175,2648,2322,2134,3366,3342,3172,3459,4097,4100,3513,4412,4359,3331,3528,3948,4571,3585,4286,3649,3676,5686,6059,5088,4263,4006,6756,8359,8094,6091,6330,6357,9572,8466,6570,9939,5870,10587,9666,8199,10351,9423,10972,12359,8329
"442",442,22,28,35,41,62,75,77,119,135,137,152,287,206,351,458,487,540,456,462,705,671,714,877,1107,835,997,1133,903,1403,972,1377,1097,2093,1840,2106,1618,2495,2442,2639,2695,3123,3000,3698,3025,2388,3840,3715,2668,2661,3471,2651,4821,3599,4110,5184,5315,4400,5327,6282,6524,4953,4626,6026,5915,6470,8263,4806,6308,6650,6893,9466,5778,6103,7054,8193,7282,7862,6660,12472,8408,8727,10010
"443",443,22,24,38,48,58,86,110,129,108,190,149,279,278,285,324,358,345,375,387,516,673,874,646,613,1193,1354,1302,1328,1033,1448,1495,1862,1224,2126,2238,2296,1813,1551,1893,2501,2849,3232,2143,3463,3636,4221,3467,3490,3506,3829,2686,3486,4549,5420,5111,4018,3729,3919,5502,6438,4219,6261,7891,6472,4863,5340,7087,8248,8874,8109,8913,5768,5599,10377,7064,10463,8313,7969,7684,9884,11512,12403
"444",444,21,25,35,43,54,85,75,120,110,139,236,302,293,284,345,525,536,543,610,652,610,676,1008,715,1213,714,1155,985,1144,1087,1637,1929,1112,1811,1297,1859,2694,1719,2110,2815,2042,2856,3631,2375,3692,2761,2933,2506,3428,3455,3024,4090,3032,3796,3933,4642,3491,4167,5306,7078,4124,4203,7039,7825,5572,6343,5427,4689,6479,8116,6887,8622,10497,9397,9162,7436,8936,6997,6509,8067,7762,10373
"445",445,22,24,32,50,50,85,99,90,169,190,250,219,308,395,367,453,361,432,604,690,777,739,776,917,1203,1028,987,904,1335,1136,1096,1301,1334,2329,1628,1511,1398,1611,2481,3073,3240,2243,3481,3288,3091,3714,2823,3692,2754,3079,4625,3091,4395,3745,3105,6116,4832,5030,5045,6988,4322,6116,4789,6173,5359,7684,6966,9169,6981,6815,6451,9962,7914,6226,7546,10214,9838,7261,7333,9713,10144,10673
"446",446,21,24,29,51,48,62,101,119,114,134,171,264,329,364,307,508,543,350,647,433,834,652,1024,600,1224,908,901,1109,1088,1701,1501,1366,1500,2023,2284,2507,1690,2864,2496,2561,3289,2829,2321,3162,2536,4188,3875,4223,4459,3630,2644,3781,3096,5757,3740,5290,5470,5045,5176,7219,5898,4518,7947,6380,4799,6935,7265,7503,5856,5140,5711,7661,7739,6346,6661,11375,11033,9462,9151,11589,8173,9260
"447",447,22,27,30,50,56,79,110,108,182,185,258,207,198,290,367,429,401,649,494,467,889,796,983,711,786,1248,1325,1282,1043,1705,1568,1514,1730,1693,2420,1637,2320,2641,2421,2313,2182,3184,2508,2408,2666,2327,3979,3172,4527,4523,2717,3152,4805,3096,4799,5613,3812,3503,5015,5871,3993,5701,6612,7172,7859,4783,4794,5134,8295,9554,6792,8312,8964,8141,6619,7479,7430,7368,9497,10173,10474,12815
"448",448,21,24,35,37,65,88,117,100,171,136,186,247,356,246,457,452,436,476,428,476,529,507,965,966,1142,1363,1216,1176,1642,1332,996,1357,1423,2242,2319,2464,2530,2028,2334,1880,3005,1915,3659,3791,3048,2579,3543,3065,3498,4318,3041,5308,4005,3173,5007,4739,5934,5962,4584,3916,4521,5863,4828,5277,8373,8347,8190,5667,5261,8903,6730,10216,9945,8638,6376,8267,7146,6697,8362,9723,10556,10848
"449",449,21,25,34,44,64,56,89,144,118,212,144,221,256,322,269,377,351,594,541,552,473,792,1054,1073,686,1342,788,1479,1656,937,1151,1423,1329,1719,1951,1841,2109,1948,1869,1640,2073,3386,2251,2907,3083,2224,4141,4238,4712,4241,4696,3110,2919,3500,4110,4571,6321,3400,3939,5647,6172,7493,5554,6406,5519,8230,8029,7488,6523,5051,9435,7931,5897,10970,10065,8329,6270,8481,9571,8933,9169,9313
"450",450,22,27,34,39,48,62,91,104,113,151,182,249,358,306,309,346,358,495,691,778,649,877,1035,1004,1030,1122,1287,1141,1495,1009,1769,1756,1262,1611,1410,1645,2440,2900,1805,1722,2994,1970,3567,3305,3525,2691,3122,2333,3710,4482,4962,4505,4180,3140,5552,3371,3835,4764,4455,4084,5419,7266,7197,7132,8018,6130,8883,6677,5191,9661,7448,7460,8298,7675,9314,9126,5960,7716,6286,10437,9817,6749
"451",451,22,25,36,52,65,91,87,137,159,124,257,208,320,398,259,483,392,536,696,658,647,865,825,745,807,785,778,1220,1566,1782,1097,1370,1558,1835,1532,1901,2272,2311,2308,2898,3227,1836,2072,2875,3027,2471,3351,3606,4532,2928,2930,4955,3220,3379,5593,4326,6249,5480,5694,5848,5803,4850,7834,5338,7984,4394,5344,8790,9149,7439,8724,9368,9426,6486,7002,7720,9402,6800,7696,12361,12124,13143
"452",452,21,24,34,46,69,78,102,114,118,138,243,171,270,297,398,448,315,458,553,600,846,602,615,652,819,1276,762,1163,1355,1221,1924,1101,1931,1537,1327,2204,2333,2418,2728,2820,2651,2717,1958,3719,2787,3796,2601,3586,3177,4698,3472,5308,4736,4448,4657,6158,4811,4280,3960,5816,4349,5333,4829,7823,5052,7132,5984,7284,8177,6621,5866,7771,6346,7676,11139,8672,11876,6626,9572,8696,12721,7699
"453",453,21,25,35,41,56,81,115,111,134,134,238,255,259,238,274,367,461,352,633,576,531,754,852,1068,770,1198,777,1396,1587,1200,1170,1386,1596,1369,2311,2355,1470,1546,2466,2949,3242,2420,3356,2593,3510,2546,3437,3392,4088,2641,4457,3343,4746,4909,3439,4620,5709,6683,6861,6670,5483,6238,4782,5874,4259,4596,6037,7738,6634,6935,5877,9046,6101,7940,7318,10651,7866,7283,10181,10140,12870,12590
"454",454,22,25,38,41,55,59,96,90,145,201,154,252,241,240,374,355,388,606,518,571,881,762,871,1015,1090,714,1185,1369,1034,1150,1794,1387,1855,2202,2371,1457,2553,2346,2563,1917,2371,2866,2426,3561,2263,2195,2534,3857,2580,4892,4099,3478,5375,3941,5719,3501,4628,4939,5826,5612,5319,5777,7028,5514,5772,6626,7286,7423,7452,5876,6747,9047,10259,7258,10288,10823,10599,7851,9080,8205,7046,12392
"455",455,22,27,37,38,70,82,103,101,155,177,215,197,223,350,266,372,591,430,718,532,778,561,988,1019,1117,1368,1259,1481,1543,1086,1142,1646,1606,1265,1911,1823,1402,2355,2433,2637,2083,2620,2857,2115,2455,3812,4307,4287,3668,3180,4354,4620,3798,4531,5986,4819,3695,5716,4355,3834,4820,4013,5886,4251,7114,8298,7756,8060,5656,8530,8033,5639,5946,6844,9999,10119,9805,7417,10461,10375,7633,12944
"456",456,22,28,34,39,67,69,98,94,167,191,250,294,342,256,342,470,436,453,529,690,506,721,754,1138,695,793,1395,1411,1507,1097,1681,1883,1723,2262,1730,1521,1561,1990,2318,2200,3285,2465,2714,2211,3415,3269,2285,2989,3532,4413,4876,4033,3235,4281,3188,6257,5977,3488,5979,5045,4007,5112,6988,4858,6343,4715,8006,9235,5106,6011,6644,8199,8504,6430,9277,10309,8323,8573,12400,10939,8628,11896
"457",457,21,27,31,47,51,87,114,135,135,193,220,200,220,293,442,381,375,491,487,676,516,915,841,1097,915,1364,970,1195,1401,1632,1888,1322,2163,1455,1280,2025,2296,2309,2845,1664,2511,2485,3345,2848,2208,2507,2233,4586,2609,3544,3901,5008,4649,4029,4959,6269,3912,6496,3745,3920,6898,6307,5125,6040,4973,5827,5773,7026,9371,9435,7050,9127,7303,8129,10232,7531,6442,6315,7547,7665,9518,10973
"458",458,21,28,37,46,53,79,98,144,173,122,160,192,342,374,402,412,530,474,731,795,660,885,593,1153,782,914,985,1262,986,1037,1522,1553,1988,1646,1264,1580,2338,2800,2500,2900,3172,3211,2144,3653,3416,2348,2764,3253,3941,3819,2700,3950,5046,5195,5171,5325,3361,3815,4398,4238,6735,4371,4106,6754,7621,8423,7702,8884,5656,9223,7340,5839,10677,10397,10030,6429,9728,6850,8689,6745,7750,10313
"459",459,21,26,29,44,66,58,72,148,150,172,178,234,354,251,438,337,528,360,539,555,610,525,611,1125,758,1319,1181,1586,1332,1037,1264,1346,1192,1603,2470,2068,1704,1515,1811,2141,3271,2969,2707,1993,2373,3512,2536,4416,3104,3655,5031,5077,5579,2991,3967,3842,3726,4036,5922,3792,5749,5122,6628,5476,7608,8389,5302,8621,6882,9390,7290,5261,9104,7398,7657,7180,8928,7031,10721,7307,11498,7866
"460",460,21,28,34,51,58,83,76,130,118,121,251,170,196,342,324,419,579,656,702,606,889,806,935,988,934,1369,941,1449,1167,1511,1095,1093,2016,1378,1742,2035,1989,1746,2708,2363,3378,1870,2506,2597,3071,3579,4318,2902,2984,4047,4140,3580,4071,3850,5242,3210,4017,3650,4000,3955,5297,5131,6183,7643,7680,6507,7504,7717,5041,8532,9538,6117,6253,8499,8230,6949,11576,9144,7401,10501,12262,6755
"461",461,22,25,30,44,68,67,112,141,142,205,183,232,238,230,410,439,592,384,705,691,696,687,714,750,951,917,1211,1037,1682,1135,1755,1135,1994,1724,1420,1380,2352,2130,2170,2818,1736,2011,2802,3609,2572,2675,3192,3146,2974,3351,3841,3249,3180,3938,4215,6248,6480,4098,3873,6944,6465,6521,6674,6814,6440,6837,5585,8657,9030,8736,5444,5732,5805,5687,7275,9354,9694,7325,7668,8729,10302,7861
"462",462,22,27,30,49,46,85,76,96,167,210,235,276,271,333,450,465,360,437,427,807,801,721,925,902,752,1228,953,1396,1357,1809,1914,1230,1289,1743,1696,1995,1632,2620,2119,2406,3354,3376,2187,3455,3182,3125,4264,4605,4667,3412,4099,2753,3742,5338,4189,5122,5929,6232,4604,5757,5681,4456,7407,6281,6608,5454,6733,7157,7836,7725,5068,8683,10089,9029,10932,7084,11780,10716,9338,7124,6922,11689
"463",463,21,27,29,49,61,66,90,147,149,218,251,198,259,326,457,378,382,378,700,616,798,689,695,682,924,1091,788,1507,877,1434,1357,1894,1826,2004,2452,1947,2025,1729,2736,2002,2286,3467,2361,2344,2596,3135,3306,3770,4245,3678,3717,3755,4990,4161,5290,3306,4615,6570,4172,5587,6990,5534,7758,7057,4726,8043,8437,6346,5435,5878,9660,9546,6920,9997,7703,10012,10423,7645,7281,6464,12027,9134
"464",464,22,28,29,37,45,87,105,122,136,144,199,166,219,338,353,344,491,606,441,644,878,802,649,925,792,701,1252,1121,1292,1458,1452,2005,1608,1344,1434,1402,2211,1897,2285,3036,1776,3346,3226,2874,3702,2595,3510,3282,2775,3023,2690,5403,5394,4999,3407,3674,5191,4083,5907,6317,5992,5247,7338,6667,5389,7080,6618,7454,8557,5679,5495,5955,7016,5835,6783,8802,9960,6529,9376,10153,12051,12219
"465",465,21,27,33,51,48,92,98,135,111,162,234,251,292,336,345,506,316,544,526,545,674,818,1066,623,1136,1067,895,1515,1365,1014,1469,1167,1131,1896,1921,2478,1460,1864,2599,2902,2268,2981,3320,2898,4002,2977,2955,3380,4538,2928,2646,2912,5370,3502,5592,4555,4990,6203,4538,5930,6270,6652,6616,7951,5495,5860,7835,7025,7598,5509,9037,8147,6831,8361,6224,8013,6197,8322,12131,7332,6702,11872
"466",466,22,28,30,40,50,65,75,93,140,154,238,306,203,323,369,301,434,471,520,447,601,597,1016,1064,1253,699,1031,1179,906,1601,1908,1595,1720,2169,2373,2565,2225,2498,1745,2167,3235,2981,2850,2998,2191,2736,3697,3282,3200,3916,4684,3965,3248,5731,6066,4051,3895,5150,4108,5915,6435,6967,6759,6417,4481,5499,6211,9108,7406,7205,7140,5361,7502,7139,6859,5822,9302,9060,11304,12203,12154,13266
"467",467,21,26,36,47,64,81,106,113,116,190,148,226,244,254,300,317,352,608,406,495,723,801,950,903,878,1059,1055,1211,950,1483,1297,1597,1691,1903,2419,2307,1754,1797,1834,1834,3086,1786,2633,3615,2320,2235,2971,4300,4038,3560,2655,3969,4816,4330,6003,3485,6071,6016,6297,6143,7291,5318,7103,6976,4298,7335,6965,7158,6110,6253,8007,6494,7841,6800,5895,6702,9942,7205,11488,12002,10070,7256
"468",468,22,28,29,44,52,62,83,115,126,129,150,242,336,372,268,295,376,414,721,771,624,731,784,1141,716,1275,1041,1221,1353,1477,1864,1422,1901,1660,2355,2139,2526,2908,2450,1954,2158,2390,2143,3449,3145,2464,4285,4438,3796,4551,3057,3423,5519,3871,5220,3567,4243,3841,6348,4034,6806,4562,6285,4247,5902,4774,6631,8391,8876,9336,9277,10134,9794,5979,10956,9703,11733,12121,6905,11268,8836,12713
"469",469,22,24,33,42,66,63,90,148,119,142,258,237,222,226,448,440,405,515,734,806,594,876,976,927,835,1349,938,1587,1080,1386,1911,1573,1249,1676,2326,1753,2401,2196,2047,2027,2005,2486,3019,2684,3973,3812,3050,4464,3210,3426,3303,4197,3591,3116,3501,5880,5284,3684,6970,6870,4590,4714,5029,7122,7142,7355,6868,8340,7599,5315,8923,9503,10281,10419,8539,7689,10351,7102,7111,11079,10116,10557
"470",470,21,27,29,41,49,83,84,141,146,198,181,202,268,258,337,358,430,628,537,560,530,547,958,970,964,742,1074,967,979,1428,1399,1680,1633,1336,1370,2410,2057,2808,2711,2199,2779,2185,1924,2465,2911,2240,3933,3815,4674,4079,4173,3602,5017,4198,5616,4523,3989,6639,3983,6668,3828,6369,7101,7043,5955,8067,5583,8115,7702,8211,7018,7391,7499,10644,9391,10331,11606,10337,11899,7535,8150,10534
"471",471,22,26,30,51,68,77,87,117,178,211,210,286,207,305,319,302,314,347,528,486,780,985,902,882,1210,764,1330,897,970,1261,1798,1113,1261,1837,2407,2005,1785,1994,2884,3178,1834,1921,3072,3361,3324,3074,2657,3603,3320,2819,2914,3732,2977,3000,4618,3381,5509,5332,4011,6119,4233,6818,5263,4857,6663,5577,6233,6229,7075,8979,7987,6977,6750,7142,10311,6152,7699,9489,6448,10817,9546,13273
"472",472,21,28,30,48,54,87,84,112,129,125,142,194,192,360,342,332,503,424,660,667,509,899,731,1163,754,1190,900,1395,1085,1307,1082,1881,1723,1467,2035,2134,1697,1516,2422,2469,2520,2264,2585,2242,2086,3795,3349,3603,4279,3994,4262,3336,3432,3758,4824,4482,3411,4370,6963,4925,6367,5992,6202,4291,5659,7910,7993,5331,4788,8740,8416,7559,9370,10027,10833,9328,6066,6366,9600,6660,6957,7159
"473",473,22,27,32,42,56,86,109,139,128,193,244,258,280,268,341,364,534,596,594,695,767,630,740,679,799,989,1220,875,1607,942,1817,1778,2094,2179,2428,1371,2654,2461,2911,2317,2687,2550,2264,3241,2448,2651,3557,3975,3156,4999,4677,5311,3117,4364,4266,4807,3313,5998,6277,5117,5549,4128,4663,5609,8216,7488,8618,7761,6308,5649,6500,6423,8404,5627,10429,7221,7000,9460,9536,9786,12942,7674
"474",474,22,25,36,47,49,84,75,138,152,137,176,210,240,242,305,350,366,542,415,647,756,538,876,942,762,1122,876,986,1469,1146,1546,1080,1549,1178,1252,1870,1498,2438,1826,1826,2824,3403,3010,2049,2543,4239,3030,2621,4464,4268,2828,5401,4083,5745,5404,3486,3835,6611,3551,4480,6011,4968,7247,4450,6968,5782,7142,5614,8642,9088,7549,9639,9945,5909,10549,6367,8886,6113,9752,7121,9376,12910
"475",475,21,26,36,38,52,83,77,118,171,124,220,197,222,297,259,469,354,634,656,797,712,760,949,1140,934,816,1148,1443,1088,1675,1221,1659,1576,1617,2393,2377,2140,1988,1772,2981,1839,2604,3033,2613,3342,3379,2402,3013,4227,3611,2638,3421,2918,5490,4554,3461,3567,5396,5317,6955,5399,6890,4887,5943,6085,8120,6140,9167,5895,4971,6839,9779,6894,10037,8154,10874,11750,7800,6966,8189,10339,10623
"476",476,21,25,34,48,62,89,118,131,149,194,170,283,291,308,341,338,406,368,522,710,540,843,757,625,756,1329,916,1040,892,1398,1432,2004,1562,1503,2398,1981,2150,1945,2535,2473,2857,2652,3425,2218,2543,2422,3243,4058,4123,3147,4874,3093,5597,2960,3362,4892,4420,6372,4730,6921,6523,7533,6625,6055,7755,7169,8921,7350,7062,8545,9775,7783,7232,5541,8143,6894,7149,6910,9232,7759,7612,12549
"477",477,21,24,33,42,48,63,90,133,127,178,244,198,251,227,469,323,431,493,733,697,766,545,797,1028,839,830,1351,1017,1452,1523,1446,1552,2053,1933,1888,1998,2394,2744,3061,2256,2480,2452,2807,3012,3972,3985,3960,3530,2587,3215,4413,3494,3592,5288,3369,5136,6313,6343,4325,5400,7131,7309,4635,5900,6279,5631,7866,6356,8869,9500,5811,8426,10025,5585,8469,11334,10899,11682,10468,12621,11386,9035
"478",478,21,25,35,48,58,62,82,117,126,131,223,234,219,328,380,408,406,477,676,803,548,643,1043,1069,990,914,806,841,1426,1335,1303,1140,1573,1981,1444,1647,1394,1567,2382,1709,1849,2491,3718,2648,2171,2770,2640,3162,3084,3565,4989,4364,5196,2938,5916,4073,5272,4860,5828,6726,6095,5205,5929,5312,6703,5092,7057,8430,5566,7464,8423,7573,8524,10613,8867,6446,8583,7686,6341,10128,9955,7306
"479",479,21,25,34,42,59,64,87,121,137,209,256,165,312,381,417,491,429,639,391,426,886,763,884,746,1183,1315,1405,1113,1238,1279,1885,1185,1717,2195,1835,1953,2586,1629,2754,2754,3079,3282,2944,2600,3362,2329,3446,4584,3705,2577,4611,5282,4599,5674,4639,4504,3597,5322,5018,4616,6494,7026,4773,6875,8374,8343,6840,9115,8211,6330,10096,9764,7668,6370,5786,11538,10825,7155,11650,10620,10952,9016
"480",480,21,27,29,49,50,64,109,137,112,175,142,308,266,320,311,521,526,554,636,423,796,588,563,1000,1203,1320,918,1398,1200,1679,1653,1276,2105,1418,1368,1867,2748,2350,2782,2487,2125,2688,3554,2545,2543,2914,2386,3860,4721,2805,3446,4556,4514,3507,4015,4759,5377,3465,5834,6620,5835,4683,5869,4531,8444,6840,6593,6510,9478,6921,5877,6187,9217,10292,7177,7857,9989,9171,9801,12233,9736,10186
"481",481,22,25,31,37,67,62,97,113,168,149,259,248,227,344,371,280,491,496,446,538,642,804,637,1109,1256,985,1361,1472,962,1016,1221,1972,1990,2199,1403,2306,2332,2826,2847,1961,2112,2975,2626,2245,2640,4054,2268,4471,4734,4983,4751,4649,4108,3522,4463,3344,5495,5287,4552,6436,4746,4717,5214,7628,6732,8567,5250,4927,8046,8035,5742,6537,9677,8758,11186,8817,9408,6750,9192,9950,12356,11365
"482",482,21,27,34,49,65,79,75,102,150,187,261,236,350,369,398,424,558,406,437,558,523,565,1062,1133,1117,995,1370,1041,1025,1085,1570,1256,1434,1778,1344,1960,1639,2151,1700,2418,3255,2894,3066,2393,3662,2694,4182,3783,4149,3078,3119,5205,4034,4844,3818,3408,4812,5625,4542,5694,4089,4616,5042,5403,5008,5987,5604,5559,8549,8193,7355,9186,8195,8302,7269,10046,8944,8302,7493,11382,13103,10849
"483",483,21,28,31,37,70,59,102,86,161,170,179,266,354,276,367,296,367,520,429,708,521,547,816,741,659,880,757,1329,1483,924,1933,1073,2069,1996,2315,1721,2736,2289,2921,2485,2854,2279,2729,3443,3073,3869,3483,3711,4005,4130,4862,3360,4923,3155,5727,3925,4259,6201,3599,4505,7387,7449,4088,5478,4401,5322,7268,6292,6154,6833,5280,7210,6969,10131,9206,7670,11270,9767,6580,8326,12203,12388
